Observation_Id,Main_Incoming_Water,Packed_Volume,Beer_Brewed_HG,Racked_Volume,Filter_Total_volume,Line_1_Packed_Volume,Line_2_Packed_Volume,Line_3_Packed_Volume,Line_4_Packed_Volume,Line_5_Packed_Volume,Line_6_Packed_Volume
OBS102081,3.15009,26636.5,14490.75,10209,25186.5,3753,2286,8143.5,4979,6756.5,3495.5
OBS102082,30.37089,3479.855239,24451.85323,6703.754126,31489.65772,1280.111156,4215.473087,4322.037012,3443.865381,6255.685185,2537.429069
OBS102083,3.39595,24063.91703,12225.47194,14003.63363,25083.49175,1180.107505,3936.294347,4237.607625,5318.746263,3508.996478,4848.67228
OBS102084,4.03458,13882.94667,11109,12242.66667,15470.66667,4312.22,224.66667,0,3556.46,0,5471.93333
OBS102085,14.90717,12250.5,10865.5,16351,25577,3269,1403.5,9814.5,4315.5,1162.5,3634.5
OBS102086,4.90088,18786.33333,16126.83333,12597.66667,22429,2414,214,5056.66667,4535.66667,6454,112
OBS102087,2.58403,29762.13468,16255.69209,13022.79879,24910.10387,2668.63737,3156.296632,9837.408723,4470.184085,6154.811917,2870.247367
OBS102088,2.87285,28595.315,13225,12575.5,27544,2857,1500,8022,3599.5,7141.5,4822.815
OBS102089,3.14095,27050.677,16990.14729,17547.20431,30343.62318,3629.58166,722.8112416,9733.543374,1684.349111,9573.207448,4345.196987
OBS102090,3.26609,28088.25,20725.19985,16129.40338,24853.76229,4434.60178,1193.755041,10198.84793,3679.302699,7696.748543,3857.833409
OBS102091,2.70623,25192.89169,6647.058844,10740.9838,22120.23294,117.0077427,1059.416277,8687.835504,3121.308327,6199.778402,5423.467578
OBS102092,2.90857,27038.73149,13468.13079,13783.78558,24575.52053,4671.642479,3315.611547,7441.628314,2269.91768,6005.636208,2795.597682
OBS102093,3.46893,18049.71307,10031.73927,11176.84728,19341.11745,4125.045905,1457.776944,2995.545741,4745.626016,4757.690549,5433.747959
OBS102094,2.27045,34017.19349,7921.643399,10725.37345,41398.80255,3569.650332,3367.633636,10898.42005,5054.839195,6109.915121,4126.201144
OBS102095,2.97489,29033.57678,11433.33518,15149.41136,26953.76189,2368.28932,1488.025557,10473.81387,5936.39285,8756.869934,1669.712703
OBS102096,2.57967,34075.1183,16149.20197,8307.113381,29779.61236,4067.80361,1838.705151,7165.84814,2118.776945,12445.92112,6266.662804
OBS102097,3.85967,14926.3231,14084.48397,4702.989811,27034.03825,1264.382639,492.4108938,101.8465106,2433.947702,9377.998744,685.4849737
OBS102098,3.22285,24659.33689,11766.19801,11777.28369,24565.14721,1866.059245,2830.92378,4914.888077,5852.398165,3680.575224,5399.360599
OBS102099,22.27637,2870.849153,6925.037283,10916.72349,27243.98621,3809.146254,2606.283507,6520.709156,2780.601928,6147.84543,4318.011122
OBS102100,2.58403,29763.45833,16232.39079,12973.83693,24965.57211,2699.61801,3246.639885,9741.289645,4665.51197,6032.109949,2741.938418
OBS102101,2.54081,29506.83712,12262.29026,8052.971786,,3396.489238,3224.808505,8977.034914,4264.337376,8880.321573,312.8643123
OBS102102,3.85967,16520.38716,14758.21869,6319.911223,24437.35276,1497.621637,924.2798551,12.12095869,2233.078958,9296.738082,2059.04894
OBS102103,2.83376,27329.37222,16073.69783,14222.05654,18279.40817,4618.551804,1774.52679,6848.913,6659.043121,7968.849129,3346.03101
OBS102104,2.95393,22977.63744,16055.33666,8872.236577,18573.77128,2869.23797,261.8578901,6213.674372,1672.650042,7726.655145,3448.36917
OBS102105,8.85035,,15081.25,7076,19931.5,1957.5,1686.5,0,1815.5,0,4222.22
OBS102106,4.14466,18170.40333,11871.33333,15458,21258,3953.66667,1152,1259.33333,4170,6663,784.66667
OBS102107,8.30049,,17839.30588,17716.56835,23960.46052,1182.843356,7.168584031,2285.315864,1994.054918,2621.411511,1460.216577
OBS102108,3.37688,23643.85768,18591.44165,15199.70466,19879.90773,4338.578277,1459.832475,4171.938114,5728.40668,7239.198717,3972.324718
OBS102109,3.19849,26498.24658,14804.03436,18064.24404,35998.69111,5443.71382,2000.581951,10842.68449,6926.941168,2893.142756,5405.255772
OBS102110,8.19566,9065.045347,12088.27616,14345.51127,24758.6492,4737.589938,219.5636029,20.92918633,5347.337007,31.92322117,4915.984341
OBS102111,2.95057,23996.66667,14939,12967.66667,31068.66667,2866,678.33333,8756.66667,2511,7408,1502.66667
OBS102112,2.56649,27079.98245,11505.68234,10784.61216,22908.84974,4312.448207,1496.471127,9140.357499,5257.970276,6807.481458,2616.925932
OBS102113,37.85603,1973.564472,10716.47197,5034.455544,20775.72649,3836.976228,791.7363358,8611.065455,1791.188903,6329.432672,3634.051329
OBS102114,2.81083,29157.63116,17667.34399,11568.77952,25120.27512,3110.665805,2942.869044,6117.385292,3419.568991,7689.576389,5256.377324
OBS102115,2.90857,25761.62643,15221.59131,14193.7391,24234.07706,5736.946711,3545.721386,6366.587144,422.2076927,6868.540545,2432.635833
OBS102116,22.8331,3530.5,12077,14082.5,18278.5,0,0,389,2636,152,4744.985
OBS102117,24.96235,4205.916774,16245.60662,8700.952633,16104.78311,4517.684782,805.3643263,8218.159984,4099.502165,5249.075366,4103.657782
OBS102118,3.30607,19405,8606.25,8332,20132.5,3346.5,1308,5242.5,2849,3865.5,2364
OBS102119,4.81884,12707.66667,13157.83333,14886.66667,14284.33333,4557,735.66667,0,4078.33333,0,2961.66667
OBS102120,3.1457,25433.66782,16353.46124,11585.58074,21859.97854,4718.2319,2774.621953,9260.016559,4570.40588,3379.883659,4756.734482
OBS102121,2.67728,28583.67164,11295.88671,13189.45358,25374.73757,3291.043844,2815.065415,9127.170287,4940.215601,4335.436299,3232.766917
OBS102122,2.89218,31452.41747,22348.07348,15847.91123,28059.67968,4483.537097,2025.438439,8591.148532,3449.184661,8227.066063,3381.004424
OBS102123,3.59835,26561.15607,15651.44316,1864.301658,20188.84456,1548.464118,5216.187749,5871.361655,5319.526829,878.1168669,2340.545118
OBS102124,5.65749,12099.77,16067.5,14893.5,17106,725.5,0,0,4280,6073,1020.965
OBS102125,2.81083,29310.70453,17810.79531,11559.31167,24966.78924,3344.488068,2634.584448,6226.683433,3555.385038,7760.779726,5214.649878
OBS102126,3.28055,28017.25899,20085.65599,10514.79092,25017.7792,2039.688714,3486.927107,4916.120239,4472.419645,5886.282361,7360.014135
OBS102127,3.17272,22735.4012,9841.050969,15120.08475,22429.48993,3306.027749,124.3803209,5607.152387,4380.659293,8370.851621,1728.001248
OBS102128,3.30078,25461.17715,17570.21472,17335.88507,22348.26939,4824.75147,3277.125492,8579.411329,2289.515772,6712.072557,6907.604481
OBS102129,3.34683,22197.73297,18706.9911,10939.26921,30932.85695,232.4714027,2649.491235,5368.907917,3900.167645,4620.690514,4046.149757
OBS102130,12.25508,10323.33333,9529.16667,14245.33333,16808,2298.66667,2468,0,1544.33333,2202.66667,1699.66667
OBS102131,3.03621,26161.71197,17315.11639,11087.7599,17419.10106,2795.753166,1334.542451,8333.081113,7078.404927,2433.9414,4006.298529
OBS102132,3.02389,22536.46514,9291.33589,20433.67169,23977.00828,5709.676141,37.15502307,9395.977968,2206.759977,6455.679424,5649.55105
OBS102133,3.01204,23776.86751,16134.50415,16750.58745,24709.74583,130.4574895,2597.19217,4819.929828,5968.505396,6896.365863,1229.933283
OBS102134,33.50821,1761.5,9256.25,13387.5,16934,0,0,1183,0,36.5,5546.5
OBS102135,3.60058,19878.81174,7543.35479,6386.531897,20157.1373,2092.723024,1743.04209,2561.822927,1704.641583,2013.2293,5495.120601
OBS102136,3.48699,20251.92775,18941.58398,,23680.52748,1937.397446,238.3023259,4534.006227,4770.030981,4977.846076,3072.380963
OBS102137,2.52774,29940.30696,10455.34189,12244.60934,31935.91727,4810.425335,3597.547236,8343.307563,6008.919138,5198.912363,2164.814969
OBS102138,3.87739,19332.12757,21190.37451,17694.27755,21422.68318,4056.463964,1168.368404,3381.235124,3503.472192,5505.675183,1814.584646
OBS102139,5.40602,13853,5697.25,3277,16341.5,2398.5,1480.5,258,2946,3908.5,2637.5
OBS102140,2.47355,27891.88533,5653.203169,13559.4509,21286.3094,3168.796709,3294.973822,4269.276812,4614.336232,7013.309732,5246.162428
OBS102141,3.30078,26002.11477,17108.85396,16492.1448,24589.95245,4047.135409,2008.910633,9013.814663,3553.350199,7105.854866,6389.529566
OBS102142,2.7516,28020.96898,16158.66123,11299.41072,19884.19196,3475.177136,1199.160638,7409.62512,3701.029206,7192.184164,3943.512413
OBS102143,2.7516,29270.77099,16589.80715,12354.44893,19188.1766,3582.0203,1276.869248,8030.248685,4056.772093,7599.285455,4348.259009
OBS102144,9.72009,6390.12826,20734.91537,14189.9133,20221.81784,73.88467572,91.59549783,1084.208219,5185.65672,79.98441756,7495.182051
OBS102145,2.37132,26830.8161,5050.60297,8331.412996,25334.27969,2782.736816,1052.914418,9496.465155,3192.42543,7424.888942,2017.530018
OBS102146,2.93644,26347.85954,16720.77115,13490.38874,27511.99838,3777.989405,1609.873013,9183.721445,5295.069857,6524.769893,1045.204083
OBS102147,2.61483,28678.90779,9776.117758,8859.12586,30877.8006,1812.0947,2272.473755,6882.712191,5569.759246,6784.543955,4666.840619
OBS102148,3.22569,22776.99604,8676.190203,3755.232468,18116.16923,2830.168969,2821.286452,7350.715576,4864.63208,1901.903462,2540.749565
OBS102149,3.37688,24567.93868,17866.23192,14324.16137,20381.52092,4478.028991,1490.886704,5607.604712,5277.760243,7719.074983,4670.439665
OBS102150,13.54757,11135,14812,7439,11905.5,0,2591.5,3518.5,2270.5,1316.5,1135.5
OBS102151,20.16989,12572,17185.5,14468.5,13411,2435,624.5,2933,2479,3665,1866.5
OBS102152,3.32668,20089.01709,10279.84816,4691.957839,26981.11305,2532.565065,214.0983344,2482.998104,4127.791977,2454.102752,4315.844307
OBS102153,3.68579,22728.465,18745.5,13355,24603,3919.5,1422,3445,4515,7030.5,2396.5
OBS102154,2.46949,28297.91552,16236.20829,5532.055866,22677.5434,5268.997726,295.1447768,9077.787042,3533.82894,7393.15746,2736.31966
OBS102155,5.50968,13125.01573,18537.3619,,17258.75106,4679.371329,2761.607358,61.2652465,5000.089462,576.162363,5143.74437
OBS102156,3.59835,25244.78534,16787.43664,3835.949021,22023.71027,2860.304796,3871.506746,3798.607457,6725.820386,3021.15639,4348.540791
OBS102157,2.26051,33035.22545,6414.847196,12924.32044,37096.94633,2219.099928,2716.63303,5794.54849,5721.442705,9498.433111,6521.056532
OBS102158,2.84268,21022.31584,1992.554285,13706.7798,9627.061191,3130.09982,3488.380983,1794.770605,5869.561701,3701.395155,2723.194966
OBS102159,3.72806,23681.86035,19617.76565,17521.49964,31995.87171,5175.558393,2938.104348,7189.606866,5643.422399,2615.640527,6978.905086
OBS102160,2.75812,21399.90314,,8479.676528,22312.30416,2098.821148,1936.985826,7096.466435,6190.620953,7859.136532,6031.112523
OBS102161,2.93954,25050.25323,20420.26171,,28318.91275,4732.819862,686.4220598,7362.899943,5079.133887,7243.541179,5251.342173
OBS102162,2.58227,29550.12465,12513.58184,18483.61992,29716.37482,3301.860578,3982.058825,3373.609025,4250.133701,8891.870424,5502.937466
OBS102163,50.34364,1061.110026,6023.053323,9648.714302,18552.89038,3569.510731,1549.145439,4404.913934,1340.964347,7029.033618,4555.526281
OBS102164,3.28757,19033.52553,10920.43175,12800.8698,28588.24944,3418.681813,756.2746478,7768.555853,4264.816558,3278.422477,1490.279321
OBS102165,11.15359,8302,10912.25,17397.5,19723,1991,2071.5,3424,0,0,4600.5
OBS102166,2.99522,25466.04578,10739.50835,8387.414966,30417.38407,467.6053687,616.9364214,7044.139816,5328.163598,6151.161261,5036.077033
OBS102167,2.7516,29291.81955,16247.44083,11138.25839,19092.97792,2665.483034,587.8296573,6594.449665,3170.600765,8978.060049,3582.690684
OBS102168,2.56775,24713.88769,9442.524367,7971.040229,14788.4433,4951.872143,6.035369704,6475.171506,6175.922546,7208.982179,104.7367762
OBS102169,2.13917,49001.33333,13738.16667,14549.66667,23961.33333,2605.33333,1805.49333,34364.33333,4186.66667,5245.33333,3902.05667
OBS102170,3.85912,19355,15768.75,13249,18709,1462.5,189.5,4699,3124,6802.5,2782.5
OBS102171,3.29403,21228.54333,8575.66667,12250.33333,20830.66667,3441,2703,2998,4262.67333,6470.66667,1025
OBS102172,3.65679,18968.47418,12960.79664,10091.32194,13312.46832,1662.64245,2206.971314,1787.692237,6199.830489,8450.389639,6707.792032
OBS102173,2.58227,28953.4124,12402.1849,16841.12398,29663.56316,2947.447178,3313.447231,4108.246951,4367.858199,8503.878609,5126.684382
OBS102174,2.82968,24685.36704,7341.585112,13295.64771,24616.9457,3226.757201,1341.02339,8339.172044,3762.080745,4595.431597,2823.477497
OBS102175,4.06291,17343,10896,8940,19788,57240,2009,8643.5,1766,304,4185.5
OBS102176,5.83159,13316,14967.16667,5172.66667,20492.66667,4051.66667,1667.66667,0,3928.33333,0,3254
OBS102177,3.09942,20310.70535,1776.306414,12553.88259,22613.82009,4509.685173,2805.444511,8545.769485,5432.885331,12.69117963,2200.635797
OBS102178,2.73042,24514.93315,10882.87907,12696.77759,21269.23918,3733.251651,1990.434252,9034.321692,2799.673479,4562.096701,1573.746729
OBS102179,2.5697,27441.24113,6454.024445,12925.12279,27963.06373,1349.490811,2935.933291,4750.732873,6291.172005,7212.219633,3652.444254
OBS102180,2.63274,,12319.19086,886.6601097,23862.96594,6868.706704,2330.349581,8831.459937,6568.367953,3118.78726,2538.969152
OBS102181,3.55155,19271.885,11094.5,15325,24569,3032.5,1838,2410,4835.5,6888.5,0
OBS102182,10.31638,5693.5,15088.5,9216,15978,0,386,0,801.5,0,4506
OBS102183,2.65734,28494.75277,8797.614067,,31656.95777,3634.812338,1244.33789,8851.543881,3516.190158,7930.353979,2898.591883
OBS102184,2.44621,26258.40848,10058.40131,10754.4151,24292.0046,4701.692722,1485.155127,8250.702332,4539.463314,2395.451882,4181.208624
OBS102185,4.15232,19369.01331,17870.37495,14689.35259,26695.54859,4371.859403,58.39050957,4801.550411,2752.100626,7841.95655,2532.808124
OBS102186,3.18122,21832.69292,16033.56792,13880.19388,19552.21438,358.816964,2061.750683,4114.630303,5099.980232,5606.536925,2985.937477
OBS102187,3.20746,20812,11750.25,9459,18843.5,2418,2262,3935.5,5844.5,7235.5,5146.5
OBS102188,4.41527,11578.82819,7357.269352,8271.56407,13706.07001,4018.590425,620.0434349,79.77233438,479.1034,50.84931194,5269.248414
OBS102189,3.22285,24753.31115,12369.70139,10375.65397,24404.39787,1962.025072,2221.435125,4133.877679,6661.727718,3662.173463,5841.334617
OBS102190,2.44621,27324.36444,11347.96484,9767.347858,24374.7381,5506.119758,1536.304176,8379.237772,5279.395671,1349.611095,4725.288601
OBS102191,2.0788,30288.28346,5227.647793,5806.450934,18540.45467,3109.464957,2172.0507,6536.644751,5655.21952,8092.457062,4564.111611
OBS102192,2.09083,29387.46894,10487.51815,5723.523541,16285.37484,3321.707034,2888.157817,8031.41535,5550.849734,4283.040796,4642.011444
OBS102193,3.92582,21781.33333,12337.83333,11398.66667,21768.33333,3118.66667,2078.66667,4551,2713,6117.66667,2870.66667
OBS102194,2.47355,28196.57594,6879.542358,14826.37605,20821.08472,3361.513088,3241.8072,5679.243274,3755.482478,6785.140579,4931.933237
OBS102195,2.17417,34258.65117,13555.24049,13817.69616,26603.93253,5168.763617,2771.549891,9005.611015,5366.072239,7418.672794,4172.56949
OBS102196,4.09474,19815.79003,15224.888,11810.76554,28636.71375,3632.309454,2009.901798,178.5848216,5683.374635,7591.327271,6306.14254
OBS102197,4.46195,19049,12108.16667,9865,22342,1657.33333,2138.33333,5424,3224.33333,5441.33333,761.33333
OBS102198,3.15984,25141.27931,12420.44079,14221.1132,30593.04329,6762.756828,1795.786196,9733.353871,6160.270644,5903.189919,6191.303038
OBS102199,2.22108,26665.5,9687.25,13712,36950,3619.5,1088,8532,2118.5,6442.5,1460.5
OBS102200,7.41268,10784.5,0,0,0,2354,2080,0,4001,0,2060.5
OBS102201,3.26609,28549.10087,21676.31075,16032.35715,24630.00637,4331.222781,966.2962623,10591.74254,3643.14922,7909.664208,3233.352435
OBS102202,17.1611,5215.33333,8892.5,14173,31561.33333,3001.33333,851.66667,0,1040.33333,0,214.66667
OBS102203,3.5151,24019.36725,13363.70967,18070.81785,24427.32186,4818.999427,1014.655146,11614.67584,5567.10929,1542.671119,5076.452234
OBS102204,12.13128,6705.33333,10516.16667,11987.33333,17343,2584.66667,1250.33333,0,2524.66667,0,4435.66667
OBS102205,2.26734,28773.39806,134.8624088,9055.034047,28493.97018,1442.939925,3930.225626,2349.190353,5082.930878,8107.649443,6083.082973
OBS102206,3.32532,20760.79,11551.25,11690,21567,3202.5,2405.5,5802,3438.5,5341,0
OBS102207,2.41872,31335.36169,8647.738519,10659.09106,25873.8579,3804.345091,2825.061327,8921.702614,5174.028994,8652.725648,871.8349761
OBS102208,3.56153,18815.96926,14439.09491,6135.464508,16205.66955,3151.171782,2995.522254,3543.545488,2293.467619,4012.361392,2795.243307
OBS102209,3.22569,20764.81009,8961.731096,3799.249301,18428.75999,3050.059084,3335.365683,6530.796306,4304.175762,2136.226298,1398.757477
OBS102210,5.22996,14674.60333,14391.16667,7140.66667,15908.66667,2926.33333,1242,2900,3125,0,4084.27
OBS102211,0.87528,109266.9579,13106.97761,12731.07885,20467.5329,1800.011093,157.0938322,97838.44039,4540.054896,6372.03978,3921.950877
OBS102212,4.01615,18179.55,9750.5,13774.5,21765,3867,1728,1889,3984.5,5985.5,725.5
OBS102213,3.85525,22904.66667,11777.66667,10486.33333,,1996.5,1940.2,5993.93333,3747.82333,5153.27,3749.12
OBS102214,2.813,25301.74113,10652.11184,12169.57103,28709.10254,3257.111161,2978.132671,6670.476582,3639.157103,4645.968499,3395.040299
OBS102215,3.46893,18789.83776,11278.90721,11434.42117,19859.63219,3752.018348,1787.428695,3472.372822,4525.284599,5200.6214,3787.544638
OBS102216,3.27795,18366.87793,3531.259487,4536.684754,17161.25341,2731.74876,3587.919072,5321.220046,4407.717122,17.74614462,1725.639023
OBS102217,3.72806,23524.53712,19413.13738,17459.72937,31814.22758,5079.102055,2829.655728,6634.910688,5669.090012,3208.451907,6666.996427
OBS102218,2.96844,23445.57947,15424.23119,12596.4386,16235.88454,4089.910132,1129.727386,6288.138375,1619.369819,6855.045915,3162.8442
OBS102219,2.77041,25328.44471,12680.24851,16859.53225,25112.49734,1444.14805,457.0545691,10599.46866,4359.424033,6738.116809,2580.530689
OBS102220,2.99441,,15674.83333,,18709,2730.33333,1893.66667,6013.33333,4187.66667,6024.66667,3184.33333
OBS102221,3.00122,26794.29873,7767.755504,15479.63729,26176.12201,3849.621465,3076.334907,5469.3645,6111.082408,8137.485726,3234.580451
OBS102222,22.27637,1744.694315,5713.968467,9610.435408,28615.01531,3959.4843,2967.528278,7925.110477,1741.245171,6659.471643,6029.265156
OBS102223,2.82619,29205,12640.33333,13288.33333,28933.33333,333.1794869,2421.66667,8681,5926.66667,7613,4353.66667
OBS102224,3.25484,21892.45333,11521.16667,8802,22156,3487,1604.66667,4646.33333,3502.33333,4726.33333,3717
OBS102225,3.21972,25407.63335,12559.071,11384.2153,27541.48278,3347.054256,2432.577781,5045.948058,4271.401049,5893.376184,4633.231071
OBS102226,17.40882,4505.062985,12507.77977,15398.89068,30852.78016,3774.569967,2886.115445,7003.90491,4403.165367,6740.787546,4635.47164
OBS102227,2.64634,24106,9545.5,10547.66667,27077.66667,1166,1755.66667,7814.66667,2500.66667,5031.66667,5348.33333
OBS102228,3.42044,21390.11427,8730.129889,12446.20926,22451.88797,246.7620553,2045.605449,3233.052669,6466.438392,1475.459905,6002.025377
OBS102229,2.89562,24064.96897,12619.16625,10739.70585,27094.34084,3376.655452,2555.180126,2708.762352,4334.707297,5944.372907,4514.580021
OBS102230,3.76345,20407.34881,19332.2962,4496.436,17209.48997,4732.975909,1333.099478,5874.417455,2581.263245,4867.584236,977.3034194
OBS102231,4.69852,19742,19270.25,14980,30983,4016.5,2799.5,7748.5,2793,1901,6061.1
OBS102232,20.9596,3514.281536,12024.74284,13550.26138,22979.35605,3744.619448,1086.991932,8246.119251,3486.30159,6339.112436,1457.275117
OBS102233,3.65679,19689.74458,14147.71708,10975.55886,14765.80772,2003.804173,2192.818224,1120.65287,5990.854184,7618.800497,6281.333024
OBS102234,3.23046,25145.49082,17879.28098,12986.73007,23300.50938,4261.92054,1914.494524,8930.245133,2560.747457,7218.199622,4265.655889
OBS102235,3.58061,22466.6758,20136.90645,12682.99089,22782.84382,3913.307582,2814.139884,4076.82675,3536.26025,3005.70454,2725.940019
OBS102236,3.21972,25480.18102,12524.1642,10880.84372,27826.93376,3068.917467,2569.156148,4436.910113,3995.915344,4696.649341,6237.860549
OBS102237,3.55698,21082.2777,15905.46252,9767.398976,15304.08896,3339.235891,1050.833582,4207.027548,2526.120266,7578.819206,2199.027603
OBS102238,2.14309,32293.27972,7265.730485,7138.603624,16895.79068,2786.087743,2798.667713,9154.837492,5133.745395,6848.932118,5076.004961
OBS102239,4.28339,14769.73036,13095.31265,2587.290346,21691.96609,1982.695876,1086.131262,4913.268797,2472.316496,3246.13241,152.9126063
OBS102240,2.85104,24913.5,9525,15248,16291,2918,2804,4835.5,4445.5,6138.5,3219
OBS102241,50.34364,1124.814196,5974.121762,9660.954925,18521.07367,3548.595375,1638.541979,4398.70171,1214.353628,7147.257895,4464.4242
OBS102242,5.70105,12696.61333,10466.66667,12258,22426.66667,4334.66667,1969,0,4779.33333,0,1613.61333
OBS102243,3.21972,25354.26298,12682.03888,11307.16484,27558.47964,3340.017925,2318.489158,4942.471379,4108.154575,5865.834566,4582.636487
OBS102244,3.093,21460.47014,19217.29503,11546.48162,30259.02301,7399.283856,51.91459932,5971.76751,6758.738964,4284.194351,2425.972616
OBS102245,8.2539,12536,11078,9755,13483.5,1640.5,579,2501,2868.5,3606.5,1131.5
OBS102246,3.17219,21724.335,11149.5,11813,21898,3520,2078.5,6225,3349.5,4623,1609.5
OBS102247,3.55041,16504.69667,7463.66667,8353.66667,17005.66667,3676.55333,1756,4490,2266.46,0,3744.35
OBS102248,4.57466,14213,15583.25,15162.5,15709.5,4432,0,0,5171,0,4535
OBS102249,5.79304,10851.8014,7029.798008,3010.83233,12723.56022,4514.121343,1969.364767,145.9732078,4624.928994,52.10886971,4838.063147
OBS102250,2.8989,30387.70543,16468.83586,15901.93918,29435.60988,5283.84482,1813.450478,9683.357065,3545.724168,7729.427376,4298.568794
OBS102251,2.88356,23867.33333,10755,11622,22733,3298.33333,1483.66667,5568.66667,3053.66667,6162,3845.33333
OBS102252,19.3144,3878.196626,13966.79206,13868.38158,21754.63412,1474.967218,2638.024489,8355.76524,3827.184126,6252.455017,3012.251177
OBS102253,7.34667,14336.66667,14938.33333,10966,18516,2952,935.66667,5565.33333,2378.33333,1821,1888.33333
OBS102254,2.97083,28613.29534,10763.82519,12460.67461,30631.98063,2535.832478,3048.154478,8669.739253,4927.534203,8772.915727,2491.701613
OBS102255,6.20543,18136.33333,16691.16667,12423.33333,25148.66667,3178.33333,327,6566,2704,5010.66667,4983
OBS102256,2.52774,29705.42117,9681.957669,12523.15141,31033.53255,4532.076935,3320.718935,9199.519926,4850.523972,5443.197423,1893.995288
OBS102257,10.40406,9511.501702,18547.12086,14688.43659,61373.734,3200.361736,2094.92671,32.6280246,3124.443194,67.17504687,724.937854
OBS102258,3.42044,21185.04236,6428.714475,12157.72394,22368.74906,1813.674805,2349.888177,5212.893925,5687.54435,872.856384,4523.011843
OBS102259,2.93704,22165.69193,10551.51923,7676.376671,26508.41579,2985.12728,320.3519122,7452.811526,2183.081776,4372.209018,3997.687243
OBS102260,6.13844,11885.7372,14223.83035,15798.21476,13308.40805,4468.652962,2163.394697,84.7702414,5395.416149,124.2492042,12.76648661
OBS102261,2.58403,31638.00319,14132.44233,10770.25013,23565.1129,2029.176175,3650.321827,11378.96843,4549.666539,6660.903899,2582.904988
OBS102262,2.63274,30329.33637,12172.40097,1764.973154,23776.73674,6202.204426,2289.302966,8838.707555,6275.773552,3477.303264,2475.659388
OBS102263,3.35762,21592.5,17339.25,13008,15277,1807.5,1549,4461,3991.5,7329,2282.5
OBS102264,28.20939,8932.33333,16676.33333,14636,19319.33333,1529.66667,981.33333,18.66667,1633,4185,5054
OBS102265,3.07308,20893.04856,13827.41106,12529.13414,19166.28627,5771.923116,963.5372816,6468.277292,1978.268784,7556.150934,7714.050496
OBS102266,4.43948,13223.695,7729.25,14191,20630.5,2644.5,0,2093.5,0,6397,1831.2
OBS102267,9.76984,,10074.16667,12328,19881.33333,3029.66667,814.66667,5080.66667,4592,4869.66667,0
OBS102268,3.5886,24898.89734,18222.48274,16726.08207,27863.5656,4788.954848,781.2829286,39.14242175,5170.365444,8134.177447,5551.593172
OBS102269,3.42044,21997.41452,5780.638403,15453.90361,19941.33303,1969.312025,2390.505858,2545.183601,6709.021409,1497.02494,3751.243051
OBS102270,3.22285,24009.04346,11631.12721,11521.13805,22632.81662,998.7878203,2706.205315,3833.53656,6807.148175,2884.246174,6413.349084
OBS102271,3.04204,29204,15266.25,15659.5,30089,3610,2213,9656,4409,8726,3593
OBS102272,3.2176,26795.07578,15800.7072,14139.63396,27200.27449,3214.690987,489.0324782,9077.931287,5402.790945,7404.475929,1680.028055
OBS102273,3.34081,20092.65927,14101.15479,11072.40084,22098.79246,76.91364989,1991.36806,2562.382123,5612.620313,6209.614106,3184.395467
OBS102274,2.6745,28865.66667,11310,11491,26662,3898.33333,2319,9073.33333,5677.33333,7521.66667,3713
OBS102275,2.58403,28515.84477,17003.3827,11767.9935,24238.02461,2466.214274,4630.195858,9859.550223,6498.813895,3504.444738,1279.779127
OBS102276,3.51706,20716,11639.25,7368.5,22779.5,3353,1606,2633.5,3872,4566,4691.5
OBS102277,2.78856,29408.11345,13388.71783,14128.70781,34069.5276,2091.969237,2835.147118,11019.57189,5757.012929,7140.415677,5846.518229
OBS102278,3.36953,16615.66667,7649.66667,12769.33333,19675,3663.66667,1463,2680,4865.33333,0,3771
OBS102279,4.29328,20645.32623,20340.79895,15282.77087,,4844.514076,1960.149151,150.8641703,4827.265124,8156.676406,4231.496394
OBS102280,18.46061,3348.177694,5838.940126,9626.954246,21646.9371,2822.710591,1751.409958,6856.446272,3370.956656,2465.54329,5419.742672
OBS102281,3.39595,24560.02927,12956.31304,13695.92591,23850.97939,1630.422661,4079.28345,5297.115079,4332.57217,2755.029749,5469.537209
OBS102282,3.29896,26516.5185,21720.1428,6261.077831,25523.14643,3380.168492,1453.721355,11542.28023,5768.509275,4919.781898,5237.752932
OBS102283,3.42044,21230.49861,6529.526364,12386.27373,22334.13692,2102.214853,2314.613049,5169.897857,5836.16298,850.2831006,4543.640398
OBS102284,4.49832,14614.5,13279.5,14096.5,14398,3895,491.5,1919.5,3798.5,0,4115
OBS102285,2.50337,24113.7334,12146.61408,9630.444131,2652.865438,4510.102408,2698.048863,6566.429956,5560.401201,50.61097025,3846.326415
OBS102286,2.66585,27342.77797,1726.322574,9062.816747,22512.92271,616.3335752,1963.242537,3897.149865,5545.890201,7927.61489,7147.385925
OBS102287,2.77169,26555.43544,15042.01132,14959.5379,39346.34612,5401.534281,2174.356375,7747.418863,4003.714283,5891.561336,531.4313012
OBS102288,3.27647,27196.5,17184.25,14369,28376,3873.5,2200,7855,4215,5750.5,3187.5
OBS102289,37.85603,2563.869392,14162.13776,2354.053518,22545.92771,3996.120382,34.86622045,11678.10294,2493.228015,6022.940866,2735.486519
OBS102290,6.14686,11347.33333,13899.16667,15002,17074.33333,3350.33333,2109.33333,0,1828.33333,1747.33333,2312
OBS102291,3.70353,18253.965,12582.25,9147,19445.5,3912.5,1513,3796.5,3135,5312,0
